,K_4 (MHz),crosskerrreadout_3 (MHz),crosskerrsbox_3 (MHz),crosskerrcavity_3 (MHz),g4_3 (MHz),g3_3 (MHz)
0,1.03269726352509e-12,1.66881754629761e-16,7.02809972647002e-25,2.16840392309553e-11,7.92530044207084e-5,1.80676651471364e-6
